id,student_id,date,status,reason
156,16,2026-04-28,Present,
157,16,2026-05-09,Present,
158,16,2026-05-29,Present,
159,16,2026-06-04,Present,
160,16,2026-03-14,Present,
161,17,2026-04-23,Present,
162,17,2026-03-11,Present,
163,17,2026-04-02,Present,
164,17,2026-05-12,Present,
165,17,2026-04-07,Present,
166,17,2026-04-12,Present,
167,17,2026-05-07,Present,
168,17,2026-04-30,Present,
169,17,2026-06-05,Present,
170,17,2026-04-26,Present,
171,18,2026-05-21,Present,
172,18,2026-03-17,Absent,Sick
173,18,2026-04-03,Present,
174,18,2026-03-24,Present,
175,18,2026-05-19,Present,
176,18,2026-04-10,Present,
177,18,2026-05-07,Present,
178,18,2026-04-16,Present,
179,18,2026-04-25,Present,
180,18,2026-04-08,Present,
181,19,2026-04-06,Present,
182,19,2026-03-15,Absent,
183,19,2026-04-18,Present,
184,19,2026-05-16,Present,
185,19,2026-05-20,Present,
186,19,2026-04-23,Present,
187,19,2026-05-27,Present,
188,19,2026-04-20,Present,
189,19,2026-03-31,Present,
190,19,2026-04-03,Present,
191,20,2026-04-16,Present,
192,20,2026-03-22,Present,
193,20,2026-04-11,Present,
194,20,2026-04-30,Absent,
195,20,2026-05-01,Present,
196,20,2026-04-18,Present,
197,20,2026-03-28,Present,
198,20,2026-06-01,Absent,
199,20,2026-04-30,Absent,Sick
200,20,2026-03-16,Present,
201,21,2026-04-20,Present,
202,21,2026-03-17,Present,
203,21,2026-03-15,Present,
204,21,2026-03-26,Present,
205,21,2026-04-19,Present,
206,21,2026-05-23,Present,
207,21,2026-04-20,Present,
208,21,2026-05-31,Present,
209,21,2026-03-20,Present,
210,21,2026-03-19,Present,
211,22,2026-05-12,Present,
212,22,2026-05-01,Present,
213,22,2026-04-16,Present,
214,22,2026-04-20,Present,
215,22,2026-04-13,Present,
216,22,2026-03-14,Present,
217,22,2026-03-18,Absent,
218,22,2026-04-19,Absent,Sick
219,22,2026-04-22,Present,
220,22,2026-03-22,Present,
221,23,2026-05-20,Present,
222,23,2026-05-22,Present,
223,23,2026-03-11,Present,
224,23,2026-05-15,Present,
225,23,2026-03-25,Present,
226,23,2026-05-08,Present,
227,23,2026-05-06,Present,
228,23,2026-03-23,Present,
229,23,2026-03-24,Present,
230,23,2026-03-28,Present,
231,24,2026-05-22,Present,
232,24,2026-06-07,Present,
233,24,2026-03-26,Present,
234,24,2026-05-29,Present,
235,24,2026-04-17,Present,
236,24,2026-05-16,Present,
237,24,2026-05-13,Present,
238,24,2026-03-26,Present,
239,24,2026-05-04,Present,
240,24,2026-04-17,Present,
241,25,2026-05-14,Present,
242,25,2026-04-08,Absent,Sick
243,25,2026-05-18,Present,
244,25,2026-04-05,Present,
245,25,2026-03-26,Absent,
246,25,2026-03-26,Present,
247,25,2026-03-14,Present,
248,25,2026-03-24,Present,
249,25,2026-05-03,Present,
250,25,2026-05-29,Present,
251,26,2026-05-22,Present,
252,26,2026-04-29,Present,
253,26,2026-04-21,Present,
254,26,2026-03-17,Present,
255,26,2026-05-09,Present,
256,26,2026-04-06,Present,
257,26,2026-03-23,Present,
258,26,2026-04-27,Absent,Sick
259,26,2026-05-22,Present,
260,26,2026-04-02,Present,
261,27,2026-05-14,Present,
262,27,2026-06-07,Present,
263,27,2026-03-19,Present,
264,27,2026-05-22,Present,
265,27,2026-04-18,Present,
266,27,2026-05-13,Present,
267,27,2026-03-29,Present,
268,27,2026-03-15,Present,
269,27,2026-05-01,Present,
270,27,2026-04-25,Present,
271,28,2026-04-27,Present,
272,28,2026-04-01,Present,
273,28,2026-04-18,Present,
274,28,2026-03-27,Present,
275,28,2026-04-02,Present,
276,28,2026-05-17,Present,
277,28,2026-03-27,Present,
278,28,2026-03-30,Present,
279,28,2026-04-03,Present,
280,28,2026-05-29,Present,
281,29,2026-03-31,Present,
282,29,2026-05-13,Present,
283,29,2026-03-13,Present,
284,29,2026-03-28,Present,
285,29,2026-04-12,Present,
286,29,2026-03-25,Present,
287,29,2026-05-04,Present,
288,29,2026-03-24,Absent,
289,29,2026-06-07,Present,
290,29,2026-05-13,Present,
291,30,2026-03-16,Present,
292,30,2026-04-11,Present,
293,30,2026-05-30,Present,
294,30,2026-05-06,Present,
295,30,2026-05-21,Absent,
296,30,2026-06-04,Present,
297,30,2026-06-08,Absent,
298,30,2026-04-18,Present,
299,30,2026-05-28,Present,
300,30,2026-03-24,Present,
301,31,2026-04-19,Present,
302,31,2026-05-02,Present,
303,31,2026-05-22,Present,
304,31,2026-05-03,Present,
305,31,2026-06-03,Present,
306,31,2026-05-22,Present,
307,31,2026-03-23,Present,
308,31,2026-06-08,Present,
309,31,2026-05-01,Present,
310,31,2026-06-04,Present,
311,32,2026-05-03,Absent,Sick
312,32,2026-05-08,Present,
313,32,2026-06-08,Present,
314,32,2026-04-27,Present,
315,32,2026-04-24,Present,
316,32,2026-06-06,Present,
317,32,2026-06-06,Present,
318,32,2026-04-25,Present,
319,32,2026-05-28,Present,
320,32,2026-04-26,Present,
321,33,2026-04-20,Present,
322,33,2026-04-10,Present,
323,33,2026-05-08,Present,
324,33,2026-04-30,Present,
325,33,2026-04-06,Absent,
326,33,2026-03-16,Present,
327,33,2026-03-21,Present,
328,33,2026-04-29,Present,
329,33,2026-04-20,Present,
330,33,2026-04-29,Present,
331,34,2026-04-09,Present,
332,34,2026-04-29,Present,
333,34,2026-05-01,Present,
334,34,2026-05-16,Absent,Sick
335,34,2026-05-15,Absent,Sick
336,34,2026-04-10,Present,
337,34,2026-04-28,Present,
338,34,2026-06-05,Present,
339,34,2026-04-03,Present,
340,34,2026-03-17,Present,
341,35,2026-05-18,Present,
342,35,2026-05-24,Present,
343,35,2026-03-18,Present,
344,35,2026-03-31,Present,
345,35,2026-03-16,Present,
346,35,2026-03-22,Present,
347,35,2026-03-12,Present,
348,35,2026-03-25,Present,
349,35,2026-04-30,Present,
350,35,2026-04-06,Present,
351,36,2026-06-05,Present,
352,36,2026-06-02,Present,
353,36,2026-03-11,Present,
354,36,2026-03-19,Present,
355,36,2026-04-17,Present,
356,36,2026-06-07,Present,
357,36,2026-04-19,Present,
358,36,2026-04-08,Present,
359,36,2026-04-27,Present,
360,36,2026-04-20,Present,
361,37,2026-04-03,Present,
362,37,2026-03-15,Present,
363,37,2026-04-06,Present,
364,37,2026-04-25,Present,
365,37,2026-03-24,Present,
366,37,2026-04-07,Present,
367,37,2026-05-15,Present,
368,37,2026-05-25,Present,
369,37,2026-05-15,Present,
370,37,2026-05-28,Present,
371,38,2026-06-04,Present,
372,38,2026-03-13,Present,
373,38,2026-04-24,Present,
374,38,2026-05-28,Present,
375,38,2026-05-16,Present,
376,38,2026-04-13,Present,
377,38,2026-03-18,Present,
378,38,2026-03-12,Absent,
379,38,2026-05-12,Present,
380,38,2026-05-06,Present,
381,39,2026-03-17,Absent,
382,39,2026-04-19,Present,
383,39,2026-04-19,Present,
384,39,2026-05-21,Present,
385,39,2026-06-07,Present,
386,39,2026-04-26,Present,
387,39,2026-04-15,Present,
388,39,2026-06-06,Present,
389,39,2026-05-29,Present,
390,39,2026-05-13,Absent,Sick
391,40,2026-03-30,Present,
392,40,2026-03-30,Absent,
393,40,2026-03-29,Present,
394,40,2026-03-11,Present,
395,40,2026-05-31,Present,
396,40,2026-03-16,Present,
397,40,2026-04-24,Present,
398,40,2026-03-29,Present,
399,40,2026-05-11,Present,
400,40,2026-05-17,Present,
401,41,2026-04-24,Present,
402,41,2026-06-03,Present,
403,41,2026-05-05,Present,
404,41,2026-03-31,Present,
405,41,2026-04-28,Present,
406,41,2026-05-29,Absent,Sick
407,41,2026-03-14,Present,
408,41,2026-05-19,Present,
409,41,2026-06-02,Present,
410,41,2026-05-18,Present,
411,42,2026-04-05,Present,
412,42,2026-05-14,Present,
413,42,2026-04-03,Present,
414,42,2026-03-31,Present,
415,42,2026-04-07,Present,
416,42,2026-03-20,Present,
417,42,2026-06-08,Present,
418,42,2026-03-30,Present,
419,42,2026-03-30,Present,
420,42,2026-03-31,Present,
421,43,2026-06-03,Present,
422,43,2026-06-05,Present,
423,43,2026-03-24,Present,
424,43,2026-03-29,Present,
425,43,2026-05-27,Present,
426,43,2026-03-31,Present,
427,43,2026-04-04,Present,
428,43,2026-04-05,Absent,
429,43,2026-05-20,Present,
430,43,2026-05-17,Present,
431,44,2026-04-04,Present,
432,44,2026-05-25,Present,
433,44,2026-06-08,Present,
434,44,2026-03-25,Present,
435,44,2026-05-30,Present,
436,44,2026-04-21,Present,
437,44,2026-03-23,Present,
438,44,2026-05-31,Present,
439,44,2026-04-28,Absent,
440,44,2026-03-21,Present,
441,45,2026-05-11,Present,
442,45,2026-03-13,Present,
443,45,2026-05-29,Present,
444,45,2026-06-07,Present,
445,45,2026-03-22,Absent,
446,45,2026-04-18,Present,
447,45,2026-06-03,Present,
448,45,2026-05-22,Present,
449,45,2026-05-20,Present,
450,45,2026-03-29,Present,
451,46,2026-03-14,Present,
452,46,2026-03-29,Present,
453,46,2026-05-01,Absent,
454,46,2026-04-26,Present,
455,46,2026-05-18,Present,
456,46,2026-04-24,Present,
457,46,2026-04-13,Present,
458,46,2026-04-18,Present,
459,46,2026-06-08,Present,
460,46,2026-04-01,Present,
461,47,2026-04-06,Present,
462,47,2026-04-09,Present,
463,47,2026-05-15,Present,
464,47,2026-05-16,Present,
465,47,2026-05-09,Present,
466,47,2026-05-23,Present,
467,47,2026-05-19,Present,
468,47,2026-04-25,Present,
469,47,2026-05-22,Present,
470,47,2026-05-15,Present,
471,48,2026-05-21,Present,
472,48,2026-04-01,Present,
473,48,2026-04-07,Present,
474,48,2026-03-21,Present,
475,48,2026-05-21,Present,
476,48,2026-05-09,Present,
477,48,2026-03-20,Present,
478,48,2026-05-06,Present,
479,48,2026-04-12,Present,
480,48,2026-05-03,Present,
481,49,2026-05-31,Present,
482,49,2026-05-06,Present,
483,49,2026-04-05,Present,
484,49,2026-05-02,Present,
485,49,2026-03-25,Absent,Sick
486,49,2026-04-01,Present,
487,49,2026-04-21,Present,
488,49,2026-05-17,Present,
489,49,2026-05-10,Present,
490,49,2026-05-10,Present,
491,50,2026-04-06,Present,
492,50,2026-05-17,Present,
493,50,2026-05-22,Present,
494,50,2026-03-17,Present,
495,50,2026-03-14,Absent,Sick
496,50,2026-03-21,Present,
497,50,2026-03-12,Absent,Sick
498,50,2026-03-21,Present,
499,50,2026-05-02,Present,
500,50,2026-04-17,Present,
501,51,2026-06-08,Present,
502,51,2026-05-01,Absent,
503,51,2026-03-24,Present,
504,51,2026-04-13,Present,
505,51,2026-04-20,Present,
506,51,2026-03-29,Present,
507,51,2026-05-05,Present,
508,51,2026-04-25,Present,
509,51,2026-04-20,Present,
510,51,2026-04-28,Absent,Sick
511,52,2026-05-15,Present,
512,52,2026-05-27,Present,
513,52,2026-04-21,Present,
514,52,2026-04-30,Absent,
515,52,2026-03-28,Present,
516,52,2026-04-29,Absent,Sick
517,52,2026-05-31,Present,
518,52,2026-04-24,Present,
519,52,2026-03-24,Absent,Sick
520,52,2026-05-26,Present,
521,53,2026-04-21,Present,
522,53,2026-03-11,Absent,
523,53,2026-04-25,Present,
524,53,2026-04-14,Present,
525,53,2026-03-17,Present,
526,53,2026-05-15,Present,
527,53,2026-03-12,Absent,Sick
528,53,2026-05-04,Present,
529,53,2026-04-11,Present,
530,53,2026-06-02,Present,
531,54,2026-04-06,Present,
532,54,2026-06-02,Absent,Sick
533,54,2026-04-26,Present,
534,54,2026-05-24,Present,
535,54,2026-03-22,Present,
536,54,2026-05-21,Present,
537,54,2026-06-08,Present,
538,54,2026-03-25,Present,
539,54,2026-03-12,Present,
540,54,2026-06-04,Present,
541,55,2026-05-16,Present,
542,55,2026-04-20,Present,
543,55,2026-04-10,Present,
544,55,2026-03-27,Present,
545,55,2026-06-05,Present,
546,55,2026-05-30,Present,
547,55,2026-03-25,Present,
548,55,2026-06-03,Present,
549,55,2026-04-20,Present,
550,55,2026-04-14,Present,
551,56,2026-05-17,Present,
552,56,2026-04-29,Present,
553,56,2026-04-08,Present,
554,56,2026-05-31,Present,
555,56,2026-05-23,Present,
556,56,2026-05-28,Present,
557,56,2026-05-25,Present,
558,56,2026-03-20,Present,
559,56,2026-06-01,Present,
560,56,2026-04-24,Present,
561,57,2026-03-17,Absent,
562,57,2026-04-02,Present,
563,57,2026-04-18,Present,
564,57,2026-05-20,Absent,
565,57,2026-04-10,Present,
566,57,2026-05-30,Present,
567,57,2026-03-17,Present,
568,57,2026-06-07,Present,
569,57,2026-04-24,Present,
570,57,2026-04-14,Present,
571,58,2026-03-15,Present,
572,58,2026-03-29,Absent,
573,58,2026-04-08,Present,
574,58,2026-04-14,Present,
575,58,2026-03-31,Present,
576,58,2026-05-06,Present,
577,58,2026-04-27,Present,
578,58,2026-05-06,Present,
579,58,2026-04-13,Present,
580,58,2026-05-04,Present,
581,59,2026-05-09,Present,
582,59,2026-03-12,Present,
583,59,2026-04-14,Present,
584,59,2026-05-26,Absent,
585,59,2026-03-22,Present,
586,59,2026-03-18,Absent,
587,59,2026-03-20,Present,
588,59,2026-05-27,Present,
589,59,2026-05-10,Present,
590,59,2026-05-24,Present,
591,60,2026-03-26,Present,
592,60,2026-04-07,Present,
593,60,2026-06-04,Present,
594,60,2026-03-18,Present,
595,60,2026-03-28,Present,
596,60,2026-05-20,Present,
597,60,2026-05-26,Present,
598,60,2026-05-02,Present,
599,60,2026-03-11,Present,
600,60,2026-04-04,Present,
601,61,2026-05-10,Present,
602,61,2026-06-05,Present,
603,61,2026-03-31,Present,
604,61,2026-03-21,Present,
605,61,2026-04-14,Present,
606,61,2026-04-05,Present,
607,61,2026-03-11,Present,
608,61,2026-03-24,Present,
609,61,2026-05-16,Present,
610,61,2026-06-06,Present,
611,62,2026-05-06,Present,
612,62,2026-04-20,Present,
613,62,2026-04-13,Present,
614,62,2026-04-25,Present,
615,62,2026-03-26,Present,
616,62,2026-04-10,Present,
617,62,2026-03-11,Present,
618,62,2026-03-12,Present,
619,62,2026-05-23,Present,
620,62,2026-05-30,Present,
621,63,2026-05-10,Present,
622,63,2026-04-12,Present,
623,63,2026-05-01,Present,
624,63,2026-05-04,Present,
625,63,2026-04-11,Present,
626,63,2026-05-22,Absent,
627,63,2026-05-23,Present,
628,63,2026-03-16,Present,
629,63,2026-04-29,Present,
630,63,2026-05-19,Present,
631,64,2026-04-19,Present,
632,64,2026-04-16,Present,
633,64,2026-04-23,Present,
634,64,2026-04-04,Present,
635,64,2026-04-24,Present,
636,64,2026-05-06,Present,
637,64,2026-05-11,Present,
638,64,2026-03-19,Present,
639,64,2026-05-27,Present,
640,64,2026-04-02,Present,
641,65,2026-05-23,Present,
642,65,2026-04-10,Present,
643,65,2026-05-31,Present,
644,65,2026-03-15,Present,
645,65,2026-05-23,Present,
646,65,2026-05-07,Present,
647,65,2026-03-12,Present,
648,65,2026-04-13,Present,
649,65,2026-04-17,Present,
650,65,2026-06-08,Present,
651,66,2026-05-15,Present,
652,66,2026-05-16,Absent,Sick
653,66,2026-06-06,Absent,Sick
654,66,2026-03-25,Present,
655,66,2026-05-02,Present,
656,66,2026-04-18,Present,
657,66,2026-05-02,Present,
658,66,2026-06-05,Present,
659,66,2026-04-29,Present,
660,66,2026-04-24,Present,
661,67,2026-03-19,Present,
662,67,2026-05-19,Present,
663,67,2026-04-30,Present,
664,67,2026-03-13,Present,
665,67,2026-05-06,Present,
666,67,2026-05-26,Present,
667,67,2026-05-27,Present,
668,67,2026-06-04,Present,
669,67,2026-03-20,Present,
670,67,2026-04-03,Present,
671,68,2026-03-11,Present,
672,68,2026-06-02,Present,
673,68,2026-05-31,Present,
674,68,2026-05-17,Absent,Sick
675,68,2026-03-12,Present,
676,68,2026-05-18,Present,
677,68,2026-03-16,Absent,
678,68,2026-05-22,Present,
679,68,2026-04-08,Present,
680,68,2026-04-02,Absent,
681,69,2026-05-22,Present,
682,69,2026-05-24,Present,
683,69,2026-04-23,Absent,
684,69,2026-03-29,Present,
685,69,2026-04-28,Absent,Sick
686,69,2026-03-24,Present,
687,69,2026-05-14,Present,
688,69,2026-05-30,Present,
689,69,2026-05-25,Present,
690,69,2026-05-08,Present,
691,70,2026-05-27,Present,
692,70,2026-05-05,Present,
693,70,2026-04-12,Present,
694,70,2026-03-20,Present,
695,70,2026-04-06,Absent,
696,70,2026-04-09,Present,
697,70,2026-03-29,Present,
698,70,2026-03-31,Present,
699,70,2026-04-02,Present,
700,70,2026-05-13,Present,
701,71,2026-04-21,Present,
702,71,2026-05-31,Present,
703,71,2026-03-20,Absent,
704,71,2026-04-09,Present,
705,71,2026-04-13,Present,
706,71,2026-03-26,Present,
707,71,2026-03-30,Present,
708,71,2026-04-13,Present,
709,71,2026-05-01,Present,
710,71,2026-05-14,Present,
711,72,2026-05-03,Present,
712,72,2026-03-16,Present,
713,72,2026-05-13,Present,
714,72,2026-05-22,Present,
715,72,2026-05-26,Present,
716,72,2026-04-11,Present,
717,72,2026-05-29,Present,
718,72,2026-05-05,Present,
719,72,2026-05-17,Present,
720,72,2026-03-19,Present,
721,73,2026-03-20,Present,
722,73,2026-04-24,Present,
723,73,2026-04-03,Present,
724,73,2026-05-01,Present,
725,73,2026-03-18,Present,
726,73,2026-04-12,Present,
727,73,2026-03-12,Present,
728,73,2026-04-29,Present,
729,73,2026-04-04,Present,
730,73,2026-05-30,Present,
731,74,2026-05-08,Present,
732,74,2026-04-17,Present,
733,74,2026-04-15,Present,
734,74,2026-05-04,Present,
735,74,2026-06-05,Present,
736,74,2026-05-29,Present,
737,74,2026-03-16,Present,
738,74,2026-03-22,Present,
739,74,2026-05-20,Present,
740,74,2026-04-30,Present,
741,75,2026-05-08,Present,
742,75,2026-04-22,Present,
743,75,2026-03-21,Absent,
744,75,2026-03-28,Present,
745,75,2026-05-26,Present,
746,75,2026-04-09,Present,
747,75,2026-05-07,Present,
748,75,2026-04-15,Present,
749,75,2026-05-05,Present,
750,75,2026-04-23,Present,
751,76,2026-03-14,Present,
752,76,2026-05-03,Present,
753,76,2026-04-08,Present,
754,76,2026-05-17,Present,
755,76,2026-04-23,Present,
756,76,2026-04-04,Present,
757,76,2026-05-28,Present,
758,76,2026-05-27,Present,
759,76,2026-04-20,Present,
760,76,2026-05-11,Present,
761,77,2026-03-27,Present,
762,77,2026-03-14,Present,
763,77,2026-04-27,Present,
764,77,2026-05-03,Present,
765,77,2026-06-03,Present,
766,77,2026-03-15,Present,
767,77,2026-04-04,Present,
768,77,2026-05-01,Present,
769,77,2026-03-26,Present,
770,77,2026-04-25,Present,
771,78,2026-04-22,Absent,
772,78,2026-06-06,Absent,Sick
773,78,2026-04-05,Present,
774,78,2026-03-28,Present,
775,78,2026-05-06,Present,
776,78,2026-04-07,Absent,
777,78,2026-04-28,Present,
778,78,2026-04-15,Present,
779,78,2026-06-07,Present,
780,78,2026-05-04,Present,
781,79,2026-05-14,Present,
782,79,2026-04-12,Present,
783,79,2026-04-01,Present,
784,79,2026-06-03,Present,
785,79,2026-04-29,Present,
786,79,2026-04-21,Present,
787,79,2026-03-18,Absent,Sick
788,79,2026-03-18,Present,
789,79,2026-03-26,Present,
790,79,2026-06-08,Present,
791,80,2026-05-21,Present,
792,80,2026-04-27,Present,
793,80,2026-05-27,Absent,
794,80,2026-03-19,Present,
795,80,2026-03-12,Present,
796,80,2026-04-24,Present,
797,80,2026-04-15,Present,
798,80,2026-03-16,Present,
799,80,2026-05-24,Present,
800,80,2026-04-20,Present,
801,81,2026-06-01,Present,
802,81,2026-04-12,Absent,
803,81,2026-05-11,Present,
804,81,2026-05-31,Present,
805,81,2026-04-29,Present,
806,81,2026-05-03,Present,
807,81,2026-05-06,Present,
808,81,2026-05-27,Present,
809,81,2026-03-15,Present,
810,81,2026-03-25,Present,
811,82,2026-06-06,Absent,Sick
812,82,2026-04-10,Present,
813,82,2026-04-25,Present,
814,82,2026-03-31,Present,
815,82,2026-05-17,Present,
816,82,2026-04-13,Present,
817,82,2026-04-22,Present,
818,82,2026-05-15,Present,
819,82,2026-03-12,Present,
820,82,2026-05-23,Present,
821,83,2026-04-13,Present,
822,83,2026-05-19,Present,
823,83,2026-05-05,Present,
824,83,2026-05-29,Present,
825,83,2026-05-03,Present,
826,83,2026-03-27,Present,
827,83,2026-04-15,Absent,
828,83,2026-04-06,Absent,
829,83,2026-04-11,Present,
830,83,2026-03-22,Present,
831,84,2026-03-29,Present,
832,84,2026-04-28,Present,
833,84,2026-03-17,Present,
834,84,2026-05-01,Present,
835,84,2026-04-13,Present,
836,84,2026-06-04,Present,
837,84,2026-04-24,Absent,
838,84,2026-05-20,Present,
839,84,2026-04-29,Present,
840,84,2026-03-22,Present,
841,85,2026-04-20,Present,
842,85,2026-04-29,Present,
843,85,2026-03-21,Present,
844,85,2026-04-26,Present,
845,85,2026-03-30,Present,
846,85,2026-03-29,Present,
847,85,2026-05-05,Present,
848,85,2026-03-20,Present,
849,85,2026-04-04,Present,
850,85,2026-04-30,Present,
851,86,2026-04-23,Present,
852,86,2026-03-31,Present,
853,86,2026-03-13,Present,
854,86,2026-03-30,Present,
855,86,2026-05-02,Present,
856,86,2026-05-27,Present,
857,86,2026-03-25,Present,
858,86,2026-03-26,Present,
859,86,2026-03-15,Present,
860,86,2026-05-02,Present,
861,87,2026-04-29,Present,
862,87,2026-05-11,Present,
863,87,2026-03-17,Present,
864,87,2026-03-14,Present,
865,87,2026-04-17,Present,
866,87,2026-06-02,Present,
867,87,2026-04-07,Present,
868,87,2026-03-16,Present,
869,87,2026-05-03,Present,
870,87,2026-05-21,Present,
871,88,2026-06-01,Present,
872,88,2026-04-28,Present,
873,88,2026-06-02,Present,
874,88,2026-05-17,Present,
875,88,2026-04-10,Present,
876,88,2026-03-23,Present,
877,88,2026-03-21,Present,
878,88,2026-06-01,Present,
879,88,2026-05-20,Present,
880,88,2026-04-02,Absent,
881,89,2026-04-26,Present,
882,89,2026-03-15,Present,
883,89,2026-03-27,Absent,Sick
884,89,2026-03-24,Present,
885,89,2026-04-02,Present,
886,89,2026-03-21,Present,
887,89,2026-05-21,Absent,Sick
888,89,2026-06-01,Absent,Sick
889,89,2026-05-08,Present,
890,89,2026-05-21,Present,
891,90,2026-04-03,Present,
892,90,2026-03-15,Present,
893,90,2026-04-04,Present,
894,90,2026-05-21,Absent,Sick
895,90,2026-06-06,Present,
896,90,2026-03-29,Present,
897,90,2026-04-24,Present,
898,90,2026-03-20,Present,
899,90,2026-04-19,Present,
900,90,2026-03-17,Present,
901,91,2026-04-16,Absent,Sick
902,91,2026-04-21,Present,
903,91,2026-03-30,Present,
904,91,2026-03-15,Present,
905,91,2026-03-25,Present,
906,91,2026-03-24,Present,
907,91,2026-03-21,Absent,Sick
908,91,2026-05-05,Present,
909,91,2026-04-18,Present,
910,91,2026-05-01,Present,
911,92,2026-05-08,Absent,Sick
912,92,2026-05-30,Present,
913,92,2026-04-06,Present,
914,92,2026-05-21,Present,
915,92,2026-03-13,Present,
916,92,2026-04-27,Present,
917,92,2026-04-22,Present,
918,92,2026-04-11,Absent,
